Date,C_cover_A,D_snow,EPC0_A_kgmm,EPC0_A_mgl,EPC0_NC_kgmm,P_labile_A_kg,P_labile_NC_kg,Plabile_A_mgkg,Qg,Qq,QsA,QsS,TDPs_A_kg,TDPs_A_mgl,TDPs_NC_kgmm,Vg,VsA,VsS,conc_TDPs_A_kgmm,conc_TDPs_NC_kgmm
2004-01-16,0.2,0.0,5.173584816090698,0.10006933880252801,-0.0019114863971029657,2875345.797887746,-1133.1267680995995,585.4312934720036,1.1211001446356275,0.1232,2.8934328959419986,1.69879816581647,1530.3455179938464,0.10007372537982967,-0.625922266309915,72.87150940131579,295.786865791884,306.9879816581647,5.173811602137194,-0.0020389145624824102
2004-01-17,0.2,0.0,5.173811602137194,0.10007372537982967,-0.0020389145624824102,2875477.8099562027,-1203.945283207009,585.4581716290752,1.1251607306933025,0.0096,1.8519530888573286,1.5611117270743364,1519.6384433854732,0.10007831993659401,-0.6620585931331274,73.13544749506465,293.70390617771466,305.61111727074336,5.174049140721911,-0.0021663432896212487
2004-01-18,0.2,0.0,5.1740491407219125,0.10007831993659405,-0.0021663432896212487,2875602.9895488974,-1274.7626368227245,585.4836586682068,1.1306087657176946,0.10560000000000001,3.0763423740574467,1.8842214071896763,1532.3752507865254,0.10008267669541997,-0.7084129827664588,73.48956977165015,296.1526847481149,308.84221407189676,5.174274385153213,-0.002293769926806522
2004-01-19,0.2,0.0,5.174274385153212,0.10008267669541995,-0.002293769926806522,2875725.633737445,-1345.5791990585033,585.5086294894522,1.1419251408034867,0.0932,3.5785876470178835,2.1187540685489297,1537.63833781749,0.10008694521187218,-0.7534457611382205,74.22513415222664,297.15717529403577,311.1875406854893,5.174495067453792,-0.0024211951400063035
2004-01-20,0.2,0.0,5.174495067453792,0.10008694521187218,-0.0024211951400063035,2875848.21963747,-1416.3951464491954,585.5335884429338,1.1554006270359987,0.0788,3.6040952350114424,2.263808663299284,1537.9678730092476,0.10009121169964683,-0.796795444898127,75.10104075733992,297.2081904700229,312.63808663299284,5.174715644871741,-0.0025486192468721462
2004-01-21,0.2,0.0,5.174715644871741,0.10009121169964683,-0.0025486192468721467,2875974.9326811763,-1487.2110503681558,585.5593876984987,1.1667944045605194,0.0388,2.8464085981283915,2.208506429548618,1530.1936662713667,0.10009562182880319,-0.8351531376969923,75.84163629643376,295.6928171962568,312.0850642954862,5.174943648549125,-0.00267604327551625
2004-01-22,0.2,0.0,5.174943648549125,0.10009562182880319,-0.00267604327551625,2876107.9335071556,-1558.0273988433303,585.5864671703463,1.1720109678280577,0.0016,1.668487742499508,1.984986912285052,1518.0725189085015,0.10010025079834978,-0.8686542251397592,76.18071290882375,293.336975484999,309.8498691228505,5.175182966274684,-0.002803468104081566
2004-01-23,0.2,0.0,5.175182966274684,0.10010025079834978,-0.0028034681040815658,2876241.3426307417,-1628.8435690371468,585.6136297731327,1.1731708861514183,0.032799999999999996,1.55831863903191,1.9282457167843632,1517.0025917266153,0.10010489397831329,-0.9064736686888869,76.2561075998422,293.1166372780638,309.28245716784363,5.1754230186787975,-0.0029308926118527157
2004-01-24,0.2,0.0,5.1754230186787975,0.10010489397831329,-0.0029308926118527157,2876379.7490046634,-1699.6602144532471,585.6418098350124,1.1707659080585602,0.0,0.625515228743318,1.72395158469796,1510.3655458631606,0.1001097110829081,-0.9396361338605294,76.09978402380641,291.82017861303285,307.2395158469796,5.175672062986349,-0.0030583179747246912
2004-01-25,0.2,0.0,5.175672062986349,0.1001097110829081,-0.0030583179747246912,2876519.262800115,-1770.477077546182,585.6702153721094,1.1643819162025104,0.0084,0.4031285570602591,1.5782672631950334,1508.8507821047524,0.10011456673027509,-0.9741452318590667,75.68482455316318,291.51336929982705,305.78267263195033,5.175923099955223,-0.0031857437292778803
2004-01-26,0.2,0.0,5.175923099955223,0.10011456673027509,-0.0031857437292778803,2876649.870199533,-1841.2927266753627,585.6968075332451,1.1631341716058559,0.08560000000000001,2.0465675191756816,1.8064502565454006,1522.2725663241515,0.1001191123988453,-1.0206692360245326,75.60372115438064,294.09313503835136,308.064502565454,5.176158111020302,-0.003313167299460841
2004-01-27,0.2,5.96,5.176158111020302,0.1001191123988453,-0.0033131672994608416,2876786.0875278134,-1912.1090922524484,585.7245418971421,1.1627532056157117,0.0,1.0483161974420478,1.6137428899926647,1513.2219718215777,0.10012385331575077,-1.0532940373879214,75.57895836502126,292.33077651683794,306.13742889992665,5.1764032164243154,-0.003440592158798828
2004-01-28,0.2,11.42,5.1764032164243154,0.10012385331575077,-0.0034405921587988275,2876925.8439781335,-1982.925874350986,585.7529968396891,1.1566723416821596,0.0,0.3645955562647456,1.4393733484634652,1508.753342164198,0.10012871740849387,-1.0860822494232663,75.18370220934037,291.453348254647,304.39373348463465,5.1766546900191335,-0.0035680177676131104
2004-01-29,0.2,13.74,5.1766546900191335,0.10012871740849387,-0.0035680177676131104,2877066.762843545,-2053.7430559411346,585.781688454351,1.147492908647868,0.0,0.14003922213884512,1.2816370505762849,1506.5175143445128,0.1001336219580087,-1.119040968333798,74.58703906211142,291.00718808814537,302.81637050576285,5.17690825522905,-0.0036954440952607012
2004-01-30,0.2,9.3286,5.176908255229051,0.10013362195800872,-0.003695444095260701,2877194.4274370116,-2124.5579997665623,585.8076814490505,1.146329918729947,0.12102800000000001,2.5791592902605487,1.7032530678399667,1528.0753386082833,0.1001380652049659,-1.1737443441140196,74.51144471744655,295.1583185805211,307.03253067839967,5.177137971096737,-0.003822866396341092
